"filename","interval_label","start","end","step","stepnumber","f0","jumpkilleffect"
"AL","typical",0.427668523333648,0.580204112496528,0.00492050287622195,1,"123.34172048360259","1"
"AL","typical",0.427668523333648,0.580204112496528,0.0098410057524439,2,"123.34172048360259","1"
"AL","typical",0.427668523333648,0.580204112496528,0.0147615086286659,3,"123.34172048360259","1"
"AL","typical",0.427668523333648,0.580204112496528,0.0196820115048878,4,"123.34172048360259","1"
"AL","typical",0.427668523333648,0.580204112496528,0.0246025143811098,5,"123.34172048360259","1"
"AL","typical",0.427668523333648,0.580204112496528,0.0295230172573317,6,"123.34172048360259","1"
"AL","typical",0.427668523333648,0.580204112496528,0.0344435201335537,7,"123.34172048360259","1"
"AL","typical",0.427668523333648,0.580204112496528,0.0393640230097756,8,"123.34172048360259","1"
"AL","typical",0.427668523333648,0.580204112496528,0.0442845258859976,9,"123.34172048360259","1"
"AL","typical",0.427668523333648,0.580204112496528,0.0492050287622195,10,"123.34172048360259","1"
"AL","typical",0.427668523333648,0.580204112496528,0.0541255316384415,11,"123.34172048360259","1"
"AL","typical",0.427668523333648,0.580204112496528,0.0590460345146634,12,"123.34172048360259","1"
"AL","typical",0.427668523333648,0.580204112496528,0.0639665373908854,13,"123.48904235537029","1"
"AL","typical",0.427668523333648,0.580204112496528,0.0688870402671073,14,"123.75768126664462","1"
"AL","typical",0.427668523333648,0.580204112496528,0.0738075431433293,15,"124.02632017791896","1"
"AL","typical",0.427668523333648,0.580204112496528,0.0787280460195512,16,"124.2949590891933","1"
"AL","typical",0.427668523333648,0.580204112496528,0.0836485488957732,17,"124.56359800046764","1"
"AL","typical",0.427668523333648,0.580204112496528,0.0885690517719951,18,"124.83223691174196","1"
"AL","typical",0.427668523333648,0.580204112496528,0.0934895546482171,19,"125.1008758230163","1"
"AL","typical",0.427668523333648,0.580204112496528,0.098410057524439,20,"125.36951473429063","1"
"AL","typical",0.427668523333648,0.580204112496528,0.103330560400661,21,"125.63815364556497","1"
"AL","typical",0.427668523333648,0.580204112496528,0.108251063276883,22,"125.9067925568393","1"
"AL","typical",0.427668523333648,0.580204112496528,0.113171566153105,23,"126.17543146811364","1"
"AL","typical",0.427668523333648,0.580204112496528,0.118092069029327,24,"126.44407037938798","1"
"AL","typical",0.427668523333648,0.580204112496528,0.123012571905549,25,"126.7127092906623","1"
"AL","typical",0.427668523333648,0.580204112496528,0.127933074781771,26,"126.98134820193664","1"
"AL","typical",0.427668523333648,0.580204112496528,0.132853577657993,27,"127.16342819564889","1"
"AL","typical",0.427668523333648,0.580204112496528,0.137774080534215,28,"127.16342819564889","1"
"AL","typical",0.427668523333648,0.580204112496528,0.142694583410437,29,"127.16342819564889","1"
"AL","typical",0.427668523333648,0.580204112496528,0.147615086286659,30,"127.16342819564889","1"
"AL","typical",0.580204112496528,0.69245178351066,0.00362089261335908,1,"124.18370110262218","1"
"AL","typical",0.580204112496528,0.69245178351066,0.00724178522671815,2,"124.18370110262218","1"
"AL","typical",0.580204112496528,0.69245178351066,0.0108626778400772,3,"124.18370110262218","1"
"AL","typical",0.580204112496528,0.69245178351066,0.0144835704534363,4,"124.18370110262218","1"
"AL","typical",0.580204112496528,0.69245178351066,0.0181044630667954,5,"124.18370110262218","1"
"AL","typical",0.580204112496528,0.69245178351066,0.0217253556801545,6,"124.20465207451556","1"
"AL","typical",0.580204112496528,0.69245178351066,0.0253462482935135,7,"124.33222999659435","1"
"AL","typical",0.580204112496528,0.69245178351066,0.0289671409068726,8,"124.45980791867312","1"
"AL","typical",0.580204112496528,0.69245178351066,0.0325880335202317,9,"124.5873858407519","1"
"AL","typical",0.580204112496528,0.69245178351066,0.0362089261335908,10,"124.71496376283068","1"
"AL","typical",0.580204112496528,0.69245178351066,0.0398298187469498,11,"124.84254168490945","1"
"AL","typical",0.580204112496528,0.69245178351066,0.0434507113603089,12,"124.97011960698823","1"
"AL","typical",0.580204112496528,0.69245178351066,0.047071603973668,13,"125.097697529067","1"
"AL","typical",0.580204112496528,0.69245178351066,0.050692496587027,14,"125.22527545114579","1"
"AL","typical",0.580204112496528,0.69245178351066,0.0543133892003861,15,"125.35285337322456","1"
"AL","typical",0.580204112496528,0.69245178351066,0.0579342818137452,16,"125.48043129530333","1"
"AL","typical",0.580204112496528,0.69245178351066,0.0615551744271043,17,"125.59305438317058","1"
"AL","typical",0.580204112496528,0.69245178351066,0.0651760670404633,18,"125.59305438317058","1"
"AL","typical",0.580204112496528,0.69245178351066,0.0687969596538224,19,"125.59305438317058","1"
"AL","typical",0.580204112496528,0.69245178351066,0.0724178522671815,20,"125.59305438317058","1"
"AL","typical",0.580204112496528,0.69245178351066,0.0760387448805405,21,"125.59305438317058","1"
"AL","typical",0.580204112496528,0.69245178351066,0.0796596374938996,22,"125.59305438317058","1"
"AL","typical",0.580204112496528,0.69245178351066,0.0832805301072587,23,"125.59305438317058","1"
"AL","typical",0.580204112496528,0.69245178351066,0.0869014227206178,24,"125.59305438317058","1"
"AL","typical",0.580204112496528,0.69245178351066,0.0905223153339768,25,"125.59305438317058","1"
"AL","typical",0.580204112496528,0.69245178351066,0.0941432079473359,26,"125.59305438317058","1"
"AL","typical",0.580204112496528,0.69245178351066,0.097764100560695,27,"125.59305438317058","1"
"AL","typical",0.580204112496528,0.69245178351066,0.101384993174054,28,"125.59305438317058","1"
"AL","typical",0.580204112496528,0.69245178351066,0.105005885787413,29,"125.59305438317058","1"
"AL","typical",0.580204112496528,0.69245178351066,0.108626778400772,30,"125.59305438317058","1"
